"Last Modified","Container Type","Container Description","Track Description","Ignore For Recommendations",Country,"Container Reference","Track Reference","Feature Name","First Event Timestamp","Last End Reason Tyoe","Last Event End Timestamp","Last Event Received Timestamp","Last Event Start Timestamp","Max Event End Position in millis","Max Play Duration in millis","Media duration in millis","Media type","Min Event Start Position in millis","Total plays","Total skips","Total play duration in millis"
2026-03-15T13:43:18.602Z,Playlist,N/A,"Zara Larsson - Ruin My Life",false,"United States","pl.pm-01ed408c735a7f33840ff8e1e2e3a28a",1438676278,"home / artist_detail",2026-03-15T13:43:18.602Z,PLAYBACK_MANUALLY_PAUSED,2026-03-20T14:10:58.403Z,2026-03-20T14:10:58.417Z,2026-03-20T14:10:57.477Z,190115,190388,190979,AUDIO,0,1,0,191314
2026-03-20T09:27:34.799Z,N/A,N/A,"Clean Bandit - Symphony (feat. Zara Larsson)",false,"United States",N/A,1436738923,"home / artist_detail",2026-03-20T09:27:34.799Z,TRACK_SKIPPED_FORWARDS,2026-03-20T14:10:56.174Z,2026-03-20T14:10:56.420Z,2026-03-20T14:10:55.236Z,162641,161946,212787,AUDIO,0,1,1,162884
2026-03-20T09:24:02.006Z,N/A,N/A,"Zara Larsson & MNEK - Never Forget You",false,"United States",N/A,1201058123,"home / artist_detail",2026-03-20T09:24:02.006Z,NATURAL_END_OF_TRACK,2026-03-20T09:27:34.802Z,2026-03-20T09:27:34.835Z,2026-03-20T09:24:02.006Z,212622,212796,212622,AUDIO,0,1,0,212796
2026-02-06T20:16:10.615Z,Album,"Taylor Swift - THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift - I Can Do It With a Broken Heart",false,"United States",1742057774,1742058104,"home / playlist_detail",2026-02-06T20:16:10.615Z,NATURAL_END_OF_TRACK,2026-03-20T02:29:43.403Z,2026-03-20T02:29:43.438Z,2026-03-20T02:26:05.239Z,218048,219095,218000,AUDIO,0,69,11,14408582
2026-03-14T16:30:22.738Z,Album,"Sabrina Carpenter - Man’s Best Friend (Bonus Track Version)","Sabrina Carpenter - House Tour",false,"United States",1862550592,1862550863,"home / playlist_detail",2026-03-14T16:30:22.738Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-19T18:51:21.167Z,2026-03-19T18:51:21.379Z,2026-03-19T18:51:14.799Z,169215,169511,169214,AUDIO,0,7,3,859656
2026-03-19T18:43:44.831Z,Album,"Various Artists - The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition]","JAŸ-Z & Kanye West - No Church In the Wild (feat. Frank Ocean & The-Dream)",false,"United States",1440832062,1440832876,"home / album_detail",2026-03-19T18:43:44.831Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-19T18:44:14.233Z,2026-03-19T18:44:14.524Z,2026-03-19T18:43:44.831Z,29517,29402,272523,AUDIO,0,1,1,29402
2026-03-12T23:26:16.794Z,Album,"Various Artists - The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition]","Lana Del Rey - Young and Beautiful (DH Orchestral Version)",false,"United States",1440832062,1440833218,"home / album_detail",2026-03-12T23:26:16.794Z,NATURAL_END_OF_TRACK,2026-03-19T18:43:44.919Z,2026-03-19T18:43:44.970Z,2026-03-19T18:39:53.139Z,231000,231780,231000,AUDIO,0,5,4,374654
2026-03-19T18:39:37.873Z,Album,"Various Artists - The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition]","Florence + the Machine - Over the Love",false,"United States",1440832062,1440832880,"home / album_detail",2026-03-19T18:39:37.873Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-19T18:39:52.889Z,2026-03-19T18:39:53.102Z,2026-03-19T18:39:37.873Z,14647,15016,261000,AUDIO,0,1,1,15016
2026-03-17T10:16:12.573Z,Album,"Various Artists - The Great Gatsby (Music from Baz Luhrmann's Film) [Deluxe Edition]","Fergie, Q-Tip & GoonRock - A Little Party Never Killed Nobody (All We Got)",false,"United States",1440832062,1440832542,"home / album_detail",2026-03-17T10:16:12.573Z,TRACK_SKIPPED_FORWARDS,2026-03-19T18:39:37.534Z,2026-03-19T18:39:37.901Z,2026-03-19T18:39:36.997Z,240924,189526,240000,AUDIO,0,2,1,467428
2026-03-14T16:33:11.111Z,Album,"Sabrina Carpenter - Man’s Best Friend (Bonus Track Version)","Sabrina Carpenter - Such A Funny Way",false,"United States",1862550592,1862550868,"home / playlist_detail",2026-03-14T16:33:11.111Z,NATURAL_END_OF_TRACK,2026-03-19T03:05:24.806Z,2026-03-19T03:05:24.838Z,2026-03-19T03:01:32.348Z,232378,232606,232378,AUDIO,0,5,2,844574
2026-03-18T18:18:37.642Z,Album,"Taylor Swift - THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift - I Look in People's Windows",false,"United States",1742057774,1742058275,"home / see_all / album_detail",2026-03-18T18:18:37.642Z,NATURAL_END_OF_TRACK,2026-03-18T18:20:49.487Z,2026-03-18T18:20:49.529Z,2026-03-18T18:18:37.642Z,131944,131845,131944,AUDIO,0,1,0,131845
2026-03-13T17:13:25.955Z,Album,"Taylor Swift - THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift - The Tortured Poets Department",false,"United States",1742057774,1742058078,"home / see_all / album_detail",2026-03-13T17:13:25.955Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-18T18:15:13.360Z,2026-03-18T18:15:13.608Z,2026-03-18T18:15:12.582Z,293093,293258,293093,AUDIO,0,3,2,297389
2026-03-17T17:43:43.820Z,Album,"Taylor Swift - Midnights (The Late Night Edition)","Taylor Swift - Sweet Nothing",false,"United States",l.oXdIYTa,1689090247,"home / album_detail",2026-03-17T17:43:43.820Z,PLAYBACK_SUSPENDED,2026-03-17T19:43:07.356Z,2026-03-17T19:43:07.422Z,2026-03-17T19:42:40.136Z,159493,130821,188525,AUDIO,0,1,1,210403
2026-03-17T19:29:14.839Z,Album,"Taylor Swift - Midnights (The Late Night Edition)","Taylor Swift - Mastermind",false,"United States",l.oXdIYTa,1689090248,"home / album_detail",2026-03-17T19:29:14.839Z,NATURAL_END_OF_TRACK,2026-03-17T19:37:54.562Z,2026-03-17T19:37:54.596Z,2026-03-17T19:35:44.181Z,191085,130381,191059,AUDIO,0,1,0,191765
2026-03-17T17:48:00.001Z,Album,"Taylor Swift - Midnights (The Late Night Edition)","Taylor Swift - Midnight Rain",false,"United States",l.oXdIYTa,1689090235,"home / album_detail",2026-03-17T17:48:00.001Z,NATURAL_END_OF_TRACK,2026-03-17T18:01:59.364Z,2026-03-17T18:01:59.409Z,2026-03-17T18:01:34.303Z,174811,149725,174811,AUDIO,0,1,0,174786
2026-03-17T17:32:13.684Z,Album,"Taylor Swift - Midnights (The Late Night Edition)","Taylor Swift - You’re Losing Me (From The Vault)",false,"United States",l.oXdIYTa,1718576584,"home / album_detail",2026-03-17T17:32:13.684Z,NATURAL_END_OF_TRACK,2026-03-17T17:42:59.059Z,2026-03-17T17:42:59.081Z,2026-03-17T17:42:25.139Z,277890,244442,277864,AUDIO,0,1,0,278362
2026-03-15T13:39:56.891Z,Album,"Taylor Swift - Midnights (The Late Night Edition)","Taylor Swift - Anti-Hero",false,"United States",l.oXdIYTa,1689090227,"home / album_detail",2026-03-15T13:39:56.891Z,NATURAL_END_OF_TRACK,2026-03-17T17:31:42.762Z,2026-03-17T17:31:42.822Z,2026-03-17T17:28:21.773Z,200724,201703,200724,AUDIO,0,2,0,402692
2026-03-15T21:51:41.619Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - Let It Happen (Apple Music Live)",false,"United States",1845403813,1845404108,"home / album_detail",2026-03-15T21:51:41.619Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-17T17:28:21.555Z,2026-03-17T17:28:21.837Z,2026-03-17T17:26:24.065Z,324441,206554,331540,AUDIO,0,2,2,325608
2026-03-15T01:10:50.517Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - Normal Thing (Apple Music Live)",false,"United States",1845403813,1845404103,"home / album_detail",2026-03-15T01:10:50.517Z,NATURAL_END_OF_TRACK,2026-03-17T15:48:40.246Z,2026-03-17T15:48:40.281Z,2026-03-17T15:44:18.974Z,261052,261272,261052,AUDIO,0,4,2,618581
2026-03-15T01:26:01.028Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - I Love You, I’m Sorry (Apple Music Live)",false,"United States",1845403813,1845403822,"home / album_detail",2026-03-15T01:26:01.028Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-17T15:44:18.942Z,2026-03-17T15:44:19.156Z,2026-03-17T15:43:55.813Z,232190,232182,232190,AUDIO,0,2,1,255311
2026-03-15T01:10:46.826Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - Blowing Smoke (Apple Music Live)",false,"United States",1845403813,1845403818,"home / album_detail",2026-03-15T01:10:46.826Z,NATURAL_END_OF_TRACK,2026-03-17T15:43:55.752Z,2026-03-17T15:43:55.928Z,2026-03-17T15:39:42.019Z,253503,253733,253503,AUDIO,0,4,2,770704
2026-03-17T15:17:11.752Z,Playlist,pt,"Red Velvet - So Good",false,"United States",256002833,1444409446,"home / playlist_detail",2026-03-17T15:17:11.752Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-17T15:18:12.550Z,2026-03-17T15:18:12.807Z,2026-03-17T15:17:11.752Z,60724,60798,206944,AUDIO,0,1,1,60798
2026-03-17T15:17:10.881Z,Playlist,pt,"Girls' Generation - Catch Me If You Can (Korean Version)",false,"United States",256002833,983600926,"home / playlist_detail",2026-03-17T15:17:10.881Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-17T15:17:11.546Z,2026-03-17T15:17:11.584Z,2026-03-17T15:17:10.881Z,586,665,225173,AUDIO,0,1,1,665
2026-03-15T12:27:31.595Z,Playlist,pt,"LE SSERAFIM - Blue Flame",false,"United States",256002833,1621089614,"home / playlist_detail",2026-03-15T12:27:31.595Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-17T15:17:10.706Z,2026-03-17T15:17:10.743Z,2026-03-17T15:17:09.237Z,201895,202322,201894,AUDIO,0,2,1,203791
2026-03-13T12:20:24.173Z,Playlist,pt,"CHUNG HA - Killing Me",false,"United States",256002833,1753820416,"home / playlist_detail",2026-03-13T12:20:24.173Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-17T15:17:09.072Z,2026-03-17T15:17:09.114Z,2026-03-17T15:17:06.790Z,130782,127654,164053,AUDIO,0,2,2,141675
2026-03-17T11:09:34.107Z,Playlist,pt,"Red Velvet - Ice Cream Cake",false,"United States",256002833,977068453,"home / playlist_detail",2026-03-17T11:09:34.107Z,NATURAL_END_OF_TRACK,2026-03-17T11:22:36.474Z,2026-03-17T11:22:36.520Z,2026-03-17T11:22:01.276Z,191440,156578,191440,AUDIO,0,1,0,191776
2026-03-17T11:06:24.384Z,Playlist,pt,"EXO - Lotto",false,"United States",256002833,1143528055,"home / playlist_detail",2026-03-17T11:06:24.384Z,NATURAL_END_OF_TRACK,2026-03-17T11:09:34.159Z,2026-03-17T11:09:34.250Z,2026-03-17T11:06:24.384Z,189774,189775,189774,AUDIO,0,1,0,189775
2026-03-17T11:02:52.230Z,Playlist,pt,"Girls' Generation - MR.TAXI (Korean Version)",false,"United States",256002833,1679267328,"home / playlist_detail",2026-03-17T11:02:52.230Z,NATURAL_END_OF_TRACK,2026-03-17T11:06:24.856Z,2026-03-17T11:06:24.918Z,2026-03-17T11:02:52.230Z,212733,212626,212733,AUDIO,0,1,0,212626
2026-03-17T10:58:55.109Z,Playlist,pt,"TWICE - Love Foolish",false,"United States",256002833,1556087221,"home / playlist_detail",2026-03-17T10:58:55.109Z,NATURAL_END_OF_TRACK,2026-03-17T11:02:51.846Z,2026-03-17T11:02:51.890Z,2026-03-17T11:01:06.443Z,191226,105403,191226,AUDIO,0,1,0,191560
2026-03-17T10:55:25.014Z,Playlist,pt,"Red Velvet - Bing Bing",false,"United States",256002833,1468949016,"home / playlist_detail",2026-03-17T10:55:25.014Z,NATURAL_END_OF_TRACK,2026-03-17T10:58:55.244Z,2026-03-17T10:58:55.272Z,2026-03-17T10:55:40.263Z,202404,194981,202404,AUDIO,0,1,0,201947
2026-03-17T10:51:49.273Z,Playlist,pt,"ITZY - Sorry Not Sorry",false,"United States",256002833,1608247330,"home / playlist_detail",2026-03-17T10:51:49.273Z,NATURAL_END_OF_TRACK,2026-03-17T10:55:25.202Z,2026-03-17T10:55:25.237Z,2026-03-17T10:54:35.910Z,189787,139090,189786,AUDIO,0,1,0,190236
2026-03-17T10:49:14.952Z,Playlist,pt,"Girls' Generation - PARTY",false,"United States",256002833,1015771708,"home / playlist_detail",2026-03-17T10:49:14.952Z,PLAYBACK_SUSPENDED,2026-03-17T10:49:59.805Z,2026-03-17T10:49:59.907Z,2026-03-17T10:49:14.952Z,44487,44853,193813,AUDIO,0,1,0,44853
2026-03-13T20:04:58.937Z,Playlist,pt,"Olivia Rodrigo - good 4 u",false,"United States",256002833,1560735551,"home / playlist_detail",2026-03-13T20:04:58.937Z,NATURAL_END_OF_TRACK,2026-03-17T10:49:15.001Z,2026-03-17T10:49:15.072Z,2026-03-17T10:48:14.121Z,178796,178055,178796,AUDIO,0,4,2,369976
2026-03-17T10:39:18.623Z,Playlist,pt,"EXO - Ko Ko Bop",false,"United States",256002833,1260294772,"home / playlist_detail",2026-03-17T10:39:18.623Z,NATURAL_END_OF_TRACK,2026-03-17T10:44:50.503Z,2026-03-17T10:44:50.527Z,2026-03-17T10:44:47.252Z,190422,70903,190422,AUDIO,0,1,0,191478
2026-03-15T12:24:49.583Z,Playlist,pt,"aespa - Lingo",false,"United States",256002833,1626752990,"home / playlist_detail",2026-03-15T12:24:49.583Z,NATURAL_END_OF_TRACK,2026-03-17T10:39:18.720Z,2026-03-17T10:39:18.752Z,2026-03-17T10:38:01.944Z,156866,157071,156866,AUDIO,0,2,0,314035
2026-03-17T10:30:40.244Z,Playlist,pt,"EVERGLOW - UNTOUCHABLE",false,"United States",256002833,1569744631,"home / playlist_detail",2026-03-17T10:30:40.244Z,NATURAL_END_OF_TRACK,2026-03-17T10:35:41.390Z,2026-03-17T10:35:41.429Z,2026-03-17T10:34:30.448Z,190960,70942,190960,AUDIO,0,1,0,191496
2026-03-17T10:26:10.778Z,Playlist,pt,"Red Velvet - Feel My Rhythm",false,"United States",256002833,1614179710,"home / playlist_detail",2026-03-17T10:26:10.778Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-17T10:30:40.114Z,2026-03-17T10:30:40.195Z,2026-03-17T10:30:35.222Z,150595,115227,210253,AUDIO,0,1,1,151382
2026-03-17T10:20:46.654Z,Playlist,pt,"Sia - Cheap Thrills",false,"United States",256002833,1162482549,"home / playlist_detail",2026-03-17T10:20:46.654Z,NATURAL_END_OF_TRACK,2026-03-17T10:26:10.814Z,2026-03-17T10:26:10.895Z,2026-03-17T10:25:10.046Z,211710,60768,211710,AUDIO,0,1,0,212589
2026-03-17T10:16:08.687Z,Playlist,pt,"EXO - Love Shot",false,"United States",256002833,1446231541,"home / playlist_detail",2026-03-17T10:16:08.687Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-17T10:16:12.294Z,2026-03-17T10:16:12.353Z,2026-03-17T10:16:08.687Z,3407,3607,200306,AUDIO,0,1,1,3607
2026-03-12T13:32:14.142Z,Album,"Taylor Swift - THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift - Clara Bow",false,"United States",1742057774,1742058107,"home / playlist_detail",2026-03-12T13:32:14.142Z,NATURAL_END_OF_TRACK,2026-03-16T22:02:13.706Z,2026-03-16T22:02:13.794Z,2026-03-16T21:58:36.810Z,216713,217117,216000,AUDIO,0,7,0,1519381
2026-03-15T23:33:13.245Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - Free Now (Apple Music Live)",false,"United States",1845403813,1845404111,"home / album_detail",2026-03-15T23:33:13.245Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-15T23:36:33.176Z,2026-03-15T23:36:33.449Z,2026-03-15T23:33:13.245Z,199971,199931,318651,AUDIO,0,1,1,199931
2026-03-15T23:14:22.273Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - us. (Apple Music Live)",false,"United States",1845403813,1845404112,"home / album_detail",2026-03-15T23:14:22.273Z,NATURAL_END_OF_TRACK,2026-03-15T23:29:00.165Z,2026-03-15T23:29:00.192Z,2026-03-15T23:26:25.683Z,298256,154482,298256,AUDIO,0,1,0,298539
2026-03-15T23:10:37.373Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - That’s So True (Apple Music Live)",false,"United States",1845403813,1845404113,"home / album_detail",2026-03-15T23:10:37.373Z,NATURAL_END_OF_TRACK,2026-03-15T23:14:22.121Z,2026-03-15T23:14:22.166Z,2026-03-15T23:10:37.373Z,224516,224748,224515,AUDIO,0,1,0,224748
2026-03-15T21:51:45.650Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - Close To You (Apple Music Live)",false,"United States",1845403813,1845404114,"home / album_detail",2026-03-15T21:51:45.650Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-15T23:10:37.201Z,2026-03-15T23:10:37.272Z,2026-03-15T23:06:17.007Z,259891,260194,295795,AUDIO,0,2,2,275040
2026-03-15T23:06:11.802Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - I miss you, I'm sorry (Apple Music Live)",false,"United States",1845403813,1845404109,"home / album_detail",2026-03-15T23:06:11.802Z,TRACK_SKIPPED_FORWARDS,2026-03-15T23:06:16.763Z,2026-03-15T23:06:16.941Z,2026-03-15T23:06:11.802Z,5087,4961,273064,AUDIO,0,1,1,4961
2026-03-15T01:15:11.779Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - Right Now (Apple Music Live)",false,"United States",1845403813,1845404110,"home / album_detail",2026-03-15T01:15:11.779Z,NATURAL_END_OF_TRACK,2026-03-15T23:06:12.068Z,2026-03-15T23:06:12.122Z,2026-03-15T23:02:21.874Z,369995,369884,369995,AUDIO,0,3,1,743967
2026-03-15T22:00:34.546Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - I Told You Things (Apple Music Live)",false,"United States",1845403813,1845404107,"home / album_detail",2026-03-15T22:00:34.546Z,NATURAL_END_OF_TRACK,2026-03-15T22:05:31.911Z,2026-03-15T22:05:31.977Z,2026-03-15T22:01:38.958Z,232733,232953,232733,AUDIO,0,2,1,293188
2026-03-15T01:29:53.161Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - Packing It Up (Apple Music Live)",false,"United States",1845403813,1845404106,"home / album_detail",2026-03-15T01:29:53.161Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-15T22:00:34.397Z,2026-03-15T22:00:34.597Z,2026-03-15T22:00:32.677Z,207769,207719,496913,AUDIO,0,2,2,209439
2026-03-15T21:51:42.924Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - Death Wish (Apple Music Live)",false,"United States",1845403813,1845403831,"home / album_detail",2026-03-15T21:51:42.924Z,TRACK_SKIPPED_FORWARDS,2026-03-15T21:51:45.637Z,2026-03-15T21:51:45.787Z,2026-03-15T21:51:42.924Z,2471,2713,349223,AUDIO,0,1,1,2713
2026-03-15T21:38:50.705Z,Album,"Gracie Abrams - Apple Music Live: Gracie Abrams","Gracie Abrams - 21 (Apple Music Live)",false,"United States",1845403813,1845403819,"home / album_detail",2026-03-15T21:38:50.705Z,NATURAL_END_OF_TRACK,2026-03-15T21:42:15.021Z,2026-03-15T21:42:15.047Z,2026-03-15T21:38:58.013Z,196780,197008,196780,AUDIO,0,2,1,199481
2026-03-13T20:40:10.840Z,Playlist,"girlypop track beat","Taylor Swift - Getaway Car",false,"United States",256001809,1440934262,"home / see_all / playlist_detail",2026-03-13T20:40:10.840Z,TRACK_SKIPPED_FORWARDS,2026-03-15T20:14:08.488Z,2026-03-15T20:14:08.694Z,2026-03-15T20:13:56.048Z,233688,233875,233626,AUDIO,0,4,1,795539
2026-02-28T21:08:01.576Z,Album,"Taylor Swift - THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift - Who’s Afraid of Little Old Me?",false,"United States",1742057774,1742058100,"home / see_all / playlist_detail",2026-02-28T21:08:01.576Z,NATURAL_END_OF_TRACK,2026-03-15T18:24:14.016Z,2026-03-15T18:24:14.086Z,2026-03-15T18:18:39.220Z,334139,1547233,334132,AUDIO,0,22,9,6850522
2026-03-13T17:09:36.744Z,Album,"Taylor Swift - THE TORTURED POETS DEPARTMENT: THE ANTHOLOGY","Taylor Swift - Fortnight (feat. Post Malone)",false,"United States",1742057774,1742057775,"home / see_all / playlist_detail",2026-03-13T17:09:36.744Z,PLAYBACK_MANUALLY_PAUSED,2026-03-15T18:11:52.871Z,2026-03-15T18:11:52.935Z,2026-03-15T18:11:52.347Z,229009,229163,229022,AUDIO,0,3,2,459668
2026-03-15T13:06:54.793Z,Playlist,pt,"Red Velvet - Jumpin’",false,"United States",256002833,1476513530,"home / see_all / playlist_detail",2026-03-15T13:06:54.793Z,PLAYBACK_SUSPENDED,2026-03-15T13:07:03.155Z,2026-03-15T13:07:03.247Z,2026-03-15T13:06:54.793Z,8102,8362,215820,AUDIO,0,1,0,8362
2026-03-13T10:39:40.417Z,Playlist,pt,"Red Velvet - Butterflies",false,"United States",256002833,1444409445,"home / see_all / playlist_detail",2026-03-13T10:39:40.417Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-15T13:06:54.679Z,2026-03-15T13:06:54.732Z,2026-03-15T13:06:47.907Z,209201,209165,209201,AUDIO,0,2,1,215937
2026-03-15T13:03:14.187Z,Playlist,pt,"Girls' Generation - Mr. Taxi",false,"United States",256002833,1440769281,"home / see_all / playlist_detail",2026-03-15T13:03:14.187Z,NATURAL_END_OF_TRACK,2026-03-15T13:06:47.927Z,2026-03-15T13:06:48.029Z,2026-03-15T13:03:14.187Z,213347,213740,213347,AUDIO,0,1,0,213740
2026-03-15T13:02:59.950Z,Playlist,pt,"BoA - Woman",false,"United States",256002833,1439776262,"home / see_all / playlist_detail",2026-03-15T13:02:59.950Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-15T13:03:13.388Z,2026-03-15T13:03:13.462Z,2026-03-15T13:03:09.257Z,6515,4131,170368,AUDIO,0,1,1,6342
2026-03-13T11:05:56.285Z,Playlist,pt,"CHUNG HA - Gotta Go",false,"United States",256002833,1569281536,"home / see_all / playlist_detail",2026-03-13T11:05:56.285Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-15T13:02:59.763Z,2026-03-15T13:02:59.978Z,2026-03-15T13:02:25.535Z,221813,221703,221813,AUDIO,0,2,1,255931
2026-03-13T02:38:08.023Z,Playlist,pt,"ITZY - In the Morning",false,"United States",256002833,1608247025,"home / see_all / playlist_detail",2026-03-13T02:38:08.023Z,NATURAL_END_OF_TRACK,2026-03-15T13:02:25.637Z,2026-03-15T13:02:25.673Z,2026-03-15T12:59:32.935Z,172373,172702,172373,AUDIO,0,2,0,344967
2026-03-15T12:59:09.209Z,Playlist,pt,"Red Velvet - Love Is The Way",false,"United States",256002833,1476513519,"home / see_all / playlist_detail",2026-03-15T12:59:09.209Z,TRACK_SKIPPED_FORWARDS,2026-03-15T12:59:32.660Z,2026-03-15T12:59:32.895Z,2026-03-15T12:59:09.209Z,23243,23451,211987,AUDIO,0,1,1,23451
2026-03-15T12:59:07.521Z,Playlist,pt,"TWICE - Alcohol-Free",false,"United States",256002833,1566636563,"home / see_all / playlist_detail",2026-03-15T12:59:07.521Z,TRACK_SKIPPED_FORWARDS,2026-03-15T12:59:09.085Z,2026-03-15T12:59:09.259Z,2026-03-15T12:59:07.521Z,1364,1564,210573,AUDIO,0,1,1,1564
2026-03-15T12:57:27.413Z,Playlist,pt,"Bebe Rexha & ITZY - Break My Heart Myself",false,"United States",256002833,1635865436,"home / see_all / playlist_detail",2026-03-15T12:57:27.413Z,TRACK_SKIPPED_FORWARDS,2026-03-15T12:59:07.341Z,2026-03-15T12:59:07.539Z,2026-03-15T12:57:27.413Z,99448,99928,162274,AUDIO,0,1,1,99928
2026-03-15T12:54:52.853Z,Playlist,pt,"aespa - Girls",false,"United States",256002833,1626752985,"home / see_all / playlist_detail",2026-03-15T12:54:52.853Z,"MANUALLY_SELECTED_PLAYBACK_OF_A_DIFF_ITEM",2026-03-15T12:57:26.653Z,2026-03-15T12:57:26.728Z,2026-03-15T12:57:21.164Z,90409,84778,240440,AUDIO,0,1,1,90641
2026-03-15T12:51:11.954Z,Playlist,pt,"IZ*ONE - La Vie en Rose",false,"United States",256002833,1569280531,"home / see_all / playlist_detail",2026-03-15T12:51:11.954Z,NATURAL_END_OF_TRACK,2026-03-15T12:54:51.147Z,2026-03-15T12:54:51.182Z,2026-03-15T12:51:11.954Z,218994,219193,218994,AUDIO,0,1,0,219193
